STA212G;70884920170;20;09.05.2017;13:00
BYG601G;08112220170;20;09.05.2017;13:00
VEL402G;08211520170;20;09.05.2017;13:00
JAR202G;09602120170;20;09.05.2017;13:00
UAU214M;70524920170;20;09.05.2017;13:00
LIF413G;09513320170;20;09.05.2017;13:00
LAK610F;02017820170;20;09.05.2017;13:00
STJ204G;10096220170;21;10.05.2017;09:00
VID601G;04430620170;21;10.05.2017;09:00
FRG603G;10063620170;21;10.05.2017;09:00
LYF608G;06053320170;21;10.05.2017;09:00
TAK204G;05103020170;21;10.05.2017;09:00
SPA266G;70832620170;21;10.05.2017;09:00
MEN201G;10030320170;21;10.05.2017;09:00
EFN408G;70434820170;21;10.05.2017;09:00
STA202G;09102320170;21;10.05.2017;09:00
EDL401G;09214720170;21;10.05.2017;09:00
BYG401G;08111320170;21;10.05.2017;09:00
HBV201F;08731720170;21;10.05.2017;09:00
HBV401G;08714120170;21;10.05.2017;09:00
RAF617M;70868920170;21;10.05.2017;09:00
RAF402G;08310520170;21;10.05.2017;09:00
GSS213F;70429520170;21;10.05.2017;09:00
HJU414G;70854420170;21;10.05.2017;09:00
HJU601G;11134420170;21;10.05.2017;09:00
LOG279F;03044520170;21;10.05.2017;09:00
LOG403G;70763720170;21;10.05.2017;09:00
TAN616G;07127420170;21;10.05.2017;09:00
VID404G;04420720170;22;10.05.2017;13:00
FRG206G;10063120170;22;10.05.2017;13:00
NAR204G;70514320170;22;10.05.2017;13:00
TAN302G;07053120170;22;10.05.2017;13:00
MIS803F;70513620170;22;10.05.2017;13:00
ISE204G;05500620170;22;10.05.2017;13:00
ISE602G;05503420170;22;10.05.2017;13:00
SAG409G;05601320170;22;10.05.2017;13:00
DET201G;70067520170;22;10.05.2017;13:00
ITA410G;05242920170;22;10.05.2017;13:00
JAP405G;05772620170;22;10.05.2017;13:00
ENS610G;70858120170;22;10.05.2017;13:00
ITH216G;70790520170;22;10.05.2017;13:00
STA415M;09121320170;22;10.05.2017;13:00
VEL201G;08211020170;22;10.05.2017;13:00
HBV601G;08716120170;22;10.05.2017;13:00
LIF412M;09516720170;22;10.05.2017;13:00
LIF619M;09518620170;22;10.05.2017;13:00
LOG213F;03045720170;22;10.05.2017;13:00
